,P20865_126_S107_L004,P20865_122_S103_L004,P20865_114_S95_L004,P20865_113_S94_L004,P20865_105_S86_L004,P20865_102_S83_L004,P20865_120_S101_L004,P20865_135_S116_L004,P20865_139_S120_L004,P20865_131_S112_L004,P20865_112_S93_L004,P20865_134_S115_L004,P20865_144_S125_L004,P20865_111_S92_L004,P20865_171_S152_L004,P20865_141_S122_L004,P20865_130_S111_L004,P20865_151_S132_L004,P20865_153_S134_L004,P20865_132_S113_L004,P20865_110_S91_L004,P20865_115_S96_L004,P20865_125_S106_L004,P20865_109_S90_L004,P20865_160_S141_L004,P20865_155_S136_L004,P20865_107_S88_L004,P20865_161_S142_L004,P20865_129_S110_L004,P20865_119_S100_L004,P20865_168_S149_L004,P20865_158_S139_L004,P20865_149_S130_L004,P20865_121_S102_L004,P20865_127_S108_L004,P20865_146_S127_L004,P20865_166_S147_L004,P20865_123_S104_L004,P20865_170_S151_L004,P20865_169_S150_L004,P20865_142_S123_L004,P20865_162_S143_L004,P20865_133_S114_L004,P20865_163_S144_L004,P20865_145_S126_L004,P20865_165_S146_L004,P20865_154_S135_L004,P20865_101_S82_L004,P20865_103_S84_L004,P20865_108_S89_L004,P20865_143_S124_L004,P20865_136_S117_L004,P20865_150_S131_L004,P20865_128_S109_L004,P20865_152_S133_L004,P20865_106_S87_L004,P20865_164_S145_L004,P20865_138_S119_L004,P20865_159_S140_L004,P20865_156_S137_L004,P20865_157_S138_L004,P20865_147_S128_L004,P20865_137_S118_L004,P20865_104_S85_L004,P20865_116_S97_L004,P20865_140_S121_L004,P20865_118_S99_L004,P20865_124_S105_L004,P20865_117_S98_L004,P20865_167_S148_L004,P20865_148_S129_L004
msp_1269,0,3.11435817308048e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13087107121507e-07,0,9.6533340214353e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91496203557574e-08,0,0,0,0,0,0,0,0,0
msp_1270,0,0,0,0,0,0,0,0,0,0,6.37449699255867e-08,0,0,0,0,0,0,2.34038380763825e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03466249330755e-07,0,0,0,0,0,0,0,6.14240885202357e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23996046682353e-07,0,0,0,0,2.38601958769328e-07,0,0,0,0,0,0,0,0,0,0,8.01501315848958e-08
msp_1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2559812100434e-07,0,0,0,0,0,0,0
msp_1279,4.25261070747522e-08,0,4.86579724860266e-09,0,2.33364430581905e-08,3.94401920159945e-08,0,0,0,8.33247701991174e-08,0,4.49743998334926e-08,2.50176454381502e-07,1.8049903563399e-07,0,3.10022704846858e-07,1.63171211777335e-07,0,9.4888126779622e-07,3.38496368399357e-08,0,2.34078374790263e-08,2.03884250588554e-07,0,2.35644599863092e-07,7.49839103465031e-08,0,7.72359252037059e-08,4.23830314071583e-08,4.76831451153586e-08,0,0,2.54807419072821e-07,1.42331638981413e-07,1.44757770725991e-06,7.95538155278541e-08,0,0,6.81854007966991e-09,0,2.435932272054e-08,8.20274025830023e-08,1.1614402512052e-07,4.35616220055472e-08,0,8.85764259744998e-08,1.67566852591118e-07,2.20152875437235e-07,1.91983100769536e-08,0,0,4.44195924956795e-08,0,0,0,0,6.27688102637886e-08,1.51020062278831e-07,0,0,9.10955941540277e-08,3.99035216671014e-07,4.77757284801355e-08,0,0,2.34133964488225e-07,2.79067144591324e-07,0,0,2.50134582895881e-08,0
msp_1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36895225076121e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1282,0,0,0,0,0,0,0,0,0,0,0,1.35112702475395e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16068857563433e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25262448218556e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19292803765935e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1287,0,0,0,0,1.07949777535006e-08,0,3.98137062577244e-09,0,0,0,0,0,0,0,0,0,0,0,2.17164337784444e-07,0,0,0,0,0,0,0,0,0,0,0,3.53355544145505e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34568483363965e-08,0,0,0,0,0,0,1.04941740034479e-07
msp_1290,0,1.59599776478023e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88087347866932e-08,0,0,0,0,0,2.16300370901146e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1291,0,1.54765123855466e-07,2.17640104211753e-07,0,0,0,9.23144749831228e-08,1.08544037296809e-08,0,0,8.3921625056074e-08,0,0,2.3526897692459e-08,1.05055238721205e-07,2.99121186443412e-08,0,3.253374073024e-08,0,0,0,2.068206481695e-08,9.47029484759752e-08,0,3.33564068457856e-08,1.01650396908388e-07,0,0,8.79763571696779e-08,3.0677177995213e-08,1.58666927544711e-06,1.82733835002154e-07,0,6.0027972366481e-08,0,4.30661053183903e-08,0,2.1770322735522e-07,2.0628311421014e-07,2.74884618081856e-08,2.2971882820487e-08,0,0,0,0,0,6.10369568361649e-08,0,0,0,0,0,0,1.21881581707197e-07,9.08304125671924e-08,0,0,0,0,5.90978232362997e-08,0,7.90094875397369e-08,0,3.25524905604629e-08,1.05345203856743e-07,2.6388925238411e-07,0,0,1.6711128737453e-08,0,1.83033528318738e-08
msp_1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00620380652748e-07,0,0,0,0,0,0,0,0,0,3.03419771644682e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12921503265424e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1293,0,0,0,0,0,0,0,0,0,3.05355420333516e-07,0,0,0,0,0,0,9.76711084286289e-08,0,0,7.24562573682352e-08,0,0,0,0,0,2.32222427419952e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12144037811841e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1296c,0,0,0,0,2.71764168433125e-08,0,0,0,0,1.04323608330193e-07,4.14838525348175e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1299,0,0,0,0,0,0,0,0,0,3.01707489067365e-08,0,0,0,0,0,0,0,0,1.78787668271292e-08,0,1.41833591729457e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69788103931196e-08,1.38819904871772e-08,0,3.53358411310007e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9921945833041e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1302,0,6.24314186009469e-07,5.0695012617728e-08,0,0,0,2.19412249908869e-07,0,0,0,0,0,0,0,1.50150911520544e-07,0,0,0,1.06920558390792e-06,0,0,0,1.07670899458567e-06,0,5.76074884604086e-08,4.2897293591135e-07,0,0,8.84569879662773e-08,1.49195151083213e-07,0,2.90658058333801e-07,0,2.07758661927791e-08,0,9.54787065482086e-08,0,7.12554934254911e-07,1.41439729340213e-07,1.13143085234315e-07,0,0,0,0,0,0,0,0,2.66920424528849e-07,0,0,0,0,7.74013101004754e-08,7.18098334382557e-08,0,0,4.5483331405916e-07,0,6.51236763403269e-08,0,3.82429825895208e-07,0,6.40736177435944e-08,1.30594833722545e-06,0,0,0,9.72209376290235e-08,0,0
msp_1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22762185758877e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2862578374072e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8685027662035e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1306c,0,2.88677815690541e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1307,0,1.30644828860784e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9602905932866e-08,0,1.21946965663398e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08266514259302e-08,0,0,0,0,0,0,0,0,0,0,0,0,2.63162590543247e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1309,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21993253631247e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41048923531177e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1311,0,0,0,0,0,0,0,0,0,1.05241091078617e-07,0,0,0,0,0,0,4.28269379366348e-08,1.43301525634042e-07,0,7.94800606676508e-09,0,0,0,0,0,0,0,0,0,0,0,7.24625304241426e-08,0,0,0,2.01369785605799e-07,0,0,0,8.85619178442614e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45575459263614e-07,3.45528078451781e-08,0,2.89223996009162e-07,0,0,0,0,0,0,0,0,0
msp_1312,0,0,2.65507059253104e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11713446752065e-09,0,0,0,0,0,0,0,0,0,0,2.8791065342578e-08,0,0,0,0,0,0,0,0,0,0,0,2.9166639442235e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06286676239436e-07,0,0,0,0,0,2.62643288620933e-08,0,0,0,1.80979487197164e-07,0,0
msp_1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50856828383491e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1315,0,0,0,0,2.86136397115055e-08,0,0,0,0,0,0,0,0,0,0,0,2.02116264706266e-08,5.84996174785196e-09,0,0,0,0,0,0,0,0,0,0,0,0,3.58855690097406e-08,0,0,2.40128811333334e-08,0,2.48014523493702e-09,0,0,0,0,0,7.74525392162802e-08,0,3.62819264923092e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18258732576096e-08,1.7971071387918e-08,0,0,0,1.94952461403383e-08,0,0
msp_1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56008758757395e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10088423551676e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1323,0,1.68135879917381e-07,0,0,0,0,0,0,0,0,7.60739342284628e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30965273007629e-07,1.52377401790947e-07,0,0,0,5.71574285818875e-08,0,0,5.30468517122632e-07,1.13689160197263e-07,0,5.56359682414465e-08,0,1.19326798375621e-07,0,9.75011770235822e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44671672915304e-08,0,0,3.45009720624255e-08,0,0,0,0,0,2.46768870154084e-08,0,0,0,0,0,0,1.7727382534041e-07
msp_1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43820701037727e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1325,8.42033712349188e-08,0,0,2.20804870328378e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32983693413984e-08,0,0,0,0,7.82383573423001e-08,0,0,0,2.69037026485779e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43497057965485e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19225682550368e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09430254426291e-08,0,0,0,0,0,0,0,0,0,0,0,0,6.6413000924274e-09,0,0,0,2.73224449418143e-07,0,0,0,0,1.99726967780607e-08,0,0,0,0,0,0,0,0,0,1.2595508004253e-05,0,0,2.11778525381135e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1332,0,0,0,0,0,0,0,0,0,2.15840415664829e-08,0,0,0,0,0,0,3.49171916463029e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49602474575698e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01281287939873e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27257006595789e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87838527020911e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7183201472822e-08,0,0
msp_1336,0,0,0,0,0,0,5.15614276557435e-08,0,0,0,0,0,0,0,0,0,0,0,2.97162292913903e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1339,0,0,0,0,0,0,1.8044133859115e-07,1.18446258389259e-08,0,0,0,1.31818341993413e-07,0,0,1.08584256475393e-07,8.03917832507631e-09,0,0,0,0,2.58518440864598e-08,2.28952351679536e-08,3.11781111226489e-08,0,0,0,0,0,0,0,1.13184302880551e-06,0,0,8.41871588165834e-08,0,3.54822312445352e-08,0,0,9.35794404866035e-08,0,1.26042878323763e-07,2.78079148543632e-08,0,0,0,1.20835505705328e-08,0,0,0,1.20390148070104e-07,0,0,0,3.16259698436467e-08,1.47767656711876e-08,0,0,9.33968957367247e-08,0,0,1.78660560680389e-08,0,9.6019490632018e-08,2.333087113501e-08,0,2.26270674694735e-07,0,0,0,0,0
msp_1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34204150687717e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15588647767557e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93879097451441e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1342,0,0,0,0,0,0,9.6135021396839e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32863801376707e-08,3.19231003771051e-07,0,0,0,1.28412669230302e-07,0,0,0,2.58522581651237e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6285682328632e-08,0,0,0,0,0,0,0,0,0,0,2.58879639857868e-08
msp_1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0801246549828e-08,0,0,0,0,0,0,0,0,1.31477498725396e-07,0,1.7473283389561e-08,0,0,0,1.02881269394512e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72576533714039e-09,0,0,0,0,1.3819604506792e-07,0,0,0,0,0,0,0,0,0,0,0
msp_1347c,0,1.36117521905024e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0723693294601e-08,0,0,0,0,0,0,0,0,0,0,0,0,1.24938540307725e-07,0,8.26569343719475e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44650450776006e-07,0,0,0,0,1.09450055558781e-07,0,0,0,0,0,0,0,0,0,0,2.3730146506792e-08
msp_1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26374730643144e-06,0,0,0,0,0,0,0,0,0,0,0
msp_1349,2.5782744792467e-07,2.32500025395473e-07,4.1624056045565e-07,0,0,3.33379246636452e-07,3.51807517132962e-07,1.05504230904142e-07,0,2.31305030877961e-07,0,1.60051636938888e-07,0,4.03647246416731e-08,2.49882557884073e-08,3.43969343597252e-07,3.05300750230024e-07,1.51986791529055e-07,0,1.21209601804483e-07,0,3.88088745973408e-07,2.85706939481339e-08,3.0393351827588e-07,0,2.87304820333967e-07,0,3.551280309091e-07,2.35705423008729e-07,4.72649110711279e-09,5.37632817382838e-08,5.42097696454002e-07,5.22211381380043e-07,1.58270244077807e-07,0,7.55616040636047e-08,0,4.97211908142031e-08,2.18086919280166e-08,0,1.84340634103165e-07,3.02225914541379e-07,2.00848596100575e-07,2.74957185151694e-07,3.25433854788091e-07,9.77928484934613e-08,2.21078531695174e-07,1.93991235500878e-07,4.56772595984143e-08,0,0,0,0,1.38892800471669e-07,2.73921444178524e-07,1.64814990757521e-07,1.68862249674467e-07,1.25367707604588e-07,3.7188951426405e-07,1.1025461244972e-07,3.95388056049723e-07,4.28305786893368e-08,2.22471497429932e-07,0,1.20896262943178e-07,1.60985742718872e-07,0,0,2.76679451646842e-07,1.10680810856996e-07,1.46348950066966e-07
msp_1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88002544094757e-09,3.0342502075831e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31764159417055e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44069252718403e-08,0,0,0,0,0,0,0,0,0,0,0
msp_1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.20226624446581e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63026050937059e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1356,0,4.3844051836637e-09,0,0,1.37349312170256e-07,0,0,0,0,0,1.42462552520984e-07,0,9.61953174140317e-09,7.61471059427299e-08,0,0,1.16472578100197e-07,5.13524281079725e-08,0,5.09688457341956e-08,3.58525516584932e-08,0,2.55934031166035e-07,0,0,2.54067385191779e-08,0,0,2.48010964745913e-08,0,0,0,8.15793472129153e-08,4.86433371854597e-08,0,0,0,3.05178486397404e-08,1.62610061294956e-08,2.07704855517327e-08,1.91787446528189e-08,0,0,0,0,0,9.61997125337053e-09,0,3.34966771442824e-08,0,0,0,0,0,0,0,0,0,0,0,3.02957098625063e-08,0,0,0,2.44035966333459e-08,1.13132114980723e-07,2.35411041625332e-07,0,7.06964513910008e-08,0,0
msp_1358,0,0,0,0,0,4.22997754966233e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58302407815613e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1362,1.88865333008199e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84120688176479e-08,0,0,0,4.76193663470551e-07,2.98002195238458e-08,0,0,0,0,0,0,0,0,0,0,1.77603746158018e-08,0,0,0,0,2.86113005907376e-08,0,0,1.10308197262283e-07,0,3.43519772319843e-08,0,0,0,1.64965026185411e-07,0,3.06904777645515e-08,1.57373094464373e-07,0,0,0,0,0,0,5.30501784929472e-09,0,0,0,0,0,8.57858720782289e-08,0,0,0,0,0,0,0,0,0,0
msp_1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58960489861659e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1365,0,0,0,0,0,0,0,0,0,0,4.43923284150357e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59920650981474e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57662716452161e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92237170474675e-08,0,0,0,0,0,0,0,0,0,0,0
msp_1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07687850509447e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03263330267347e-09,0,0,0,0,0,0,0,0,8.50386907817206e-08,0,0,0,0,0,6.3059838367472e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74126439588854e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msp_1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20030515204262e-07,0,0,0,0,0,0,0,0,0,3.78541262563418e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05945597473564e-07,0,0,0,0,0,0,0,0,0
